,pred
1367,144527.61758876767
1368,205013.81306436047
1369,323723.78986458475
1370,191580.60786308866
1371,187651.68594420824
1372,333739.9784729972
1373,155826.2820738164
1374,332566.75603477075
1375,263712.7667118225
1376,124908.86618279027
1377,395293.27031938784
1378,181183.43628706748
1379,116197.79723993421
1380,202210.6417278672
1381,240039.0178992147
1382,220009.12392995588
1383,157603.59764161022
1384,171153.1447330697
1385,206002.10791885332
1386,369751.8183597206
1387,238430.55222107886
1388,477522.61415688077
1389,221537.7064302537
1390,167856.19832012014
1391,244756.4289265912
1392,201463.09416615177
1393,134637.33823314443
1394,191894.09779685643
1395,275952.6954801111
1396,173419.00836199912
1397,201626.81836665128
1398,142373.7630367847
1399,233834.10380216426
1400,299754.23665654665
1401,130069.44051501795
1402,130752.69675424807
1403,193053.60737385266
1404,309592.88464127976
1405,232424.13255718348
1406,177998.25388448618
1407,236889.5030312722
1408,192327.9338276901
1409,241002.90588669945
1410,234804.6184728193
1411,235304.21634198807
1412,236700.57414827307
1413,180240.24819428005
1414,181454.05042184948
1415,320611.75383728265
1416,152033.23212117693
1417,276397.2731305137
1418,188653.86386264898
1419,170967.63846384457
1420,103991.13025988308
1421,272869.28974431293
1422,309866.0247626219
1423,254748.35052447658
1424,199285.07037495702
1425,134320.67122055427
1426,215342.94045956768
1427,158960.3251558802
1428,125869.80939023662
1429,213184.43918846716
1430,67196.26567983728
1431,96333.59540915016
1432,216335.07125765155
1433,250213.55246963623
1434,84655.5391638737
1435,417963.54830634256
1436,213225.7977921395
1437,253451.15144187532
1438,203415.1379363428
1439,266091.0719710485
1440,242975.7542935835
1441,166990.30416790035
1442,259739.28520100281
1443,188277.4235843661
1444,154116.18672442337
1445,82609.09044789664
1446,170950.82615328618
1447,169298.69096149562
1448,217960.07317052453
1449,163787.57621499765
1450,206847.37530094315
1451,304656.2871822148
1452,368276.6439036908
1453,479029.97672361234
1454,177244.8469525798
1455,390191.9364668649
1456,169319.4738485422
1457,267724.4498553058
1458,142518.1242769466
1459,238281.58356549148
1460,325134.5880849994
1461,190273.90995511544
1462,259342.2210992086
1463,184210.72532131732
1464,209963.05414129846
1465,384073.1066833335
1466,347137.82315814233
1467,131964.181162082
1468,246026.8738078456
1469,146747.52065364245
1470,232679.50118041606
1471,268797.65492286434
1472,182313.17038161066
1473,246557.50638602834
1474,341760.18082155014
1475,306078.7482321169
1476,419344.60180359776
1477,173959.8395632443
1478,192527.68778867248
1479,295466.7423975804
1480,147364.5396562233
1481,152569.27223575418
1482,86246.5414977884
1483,364467.2139443563
1484,149735.61340461628
1485,87094.98044810453
1486,313508.59196788736
1487,189291.6963750772
1488,251207.2057403355
1489,245714.7657272979
1490,85754.21523446814
1491,161233.44196111726
1492,212742.62895639808
1493,275420.3955599362
1494,390239.8849775552
1495,161736.00709501863
1496,206420.1562332225
1497,99091.14611244257
1498,156520.03250926427
1499,147245.9069510674
1500,205091.201315267
1501,152310.30960898378
1502,168672.08358506483
1503,175747.55864658087
1504,184878.98240786814
1505,240471.12846340108
1506,252656.2846519714
1507,183538.5021461509
1508,457918.3062241902
1509,116049.35016989002
1510,398481.2844271213
1511,142054.44952422645
1512,189728.34631723523
1513,277759.8283687899
1514,138658.0643661959
1515,227393.00837144614
1516,203255.4261321021
1517,204024.9948214668
1518,174354.1937233172
1519,123729.15058610728
1520,242863.17425776258
1521,309679.43615063006
1522,238813.48222708024
1523,229034.9167824559
1524,129833.16966375866
1525,215599.53749795374
1526,169242.3374207956
1527,131384.6733243402
1528,183992.57454594906
1529,142642.76931028417
1530,108699.46984272834
1531,218218.31968098253
1532,141479.57293398588
1533,120058.73901740373
1534,146144.96645870496
1535,231946.6667700122
1536,187557.39313096262
1537,335856.4978952568
1538,407139.9780828761
1539,408542.06164083054
1540,191737.65316327012
1541,91196.59997713413
1542,218630.03611552526
1543,118151.66698906524
1544,201365.16779364963
1545,195231.66208026244
1546,264999.41348517814
1547,200942.84568223174
1548,343158.9120729554
1549,244331.19377104088
1550,104859.85911593532
1551,259462.88145997943
1552,379948.088618218
1553,306980.33440789906
1554,168314.43436237556
1555,164501.49269342204
1556,197217.94600012383
1557,349233.5171607091
1558,186322.28122307238
1559,201118.6386722474
1560,297132.26173303963
1561,198999.37416609487
1562,191078.0139673774
1563,212972.14861679485
1564,235324.03460599267
1565,392376.1137255878
1566,177164.276882717
1567,254587.18665052086
1568,305905.5237596052
1569,115704.00965551627
1570,165724.3693277301
1571,246763.63396526838
1572,75847.22410616072
1573,166095.78450910217
1574,484516.53793517547
1575,153333.62455899146
1576,297120.07612631447
1577,164900.66407372753
1578,198770.54163295115
1579,193090.47188832867
1580,170337.45283459828
1581,204207.43734170136
1582,159062.03742356645
1583,163196.11487826152
1584,189923.78342155807
1585,226342.6640321451
1586,174869.2339692932
1587,172781.80096735258
1588,106438.17108669254
1589,220237.86921558072
1590,388507.0632565823
1591,343996.9828813384
1592,144282.97319048524
1593,275141.5429417483
1594,400723.90558774106
1595,409244.79746960447
1596,263786.92443690164
1597,269224.39968651533
1598,104065.34103328407
1599,197494.3927392753
1600,219323.63571026176
1601,275855.1304626658
1602,152456.6324707216
1603,123217.69943945874
1604,263850.6045972479
1605,226552.28831994146
1606,211616.41589334336
1607,161898.44949948014
1608,330833.2263640496
1609,364708.0324908944
1610,151058.4547480725
1611,162227.2773147947
1612,236035.86194348335
1613,165944.32314761792
1614,274202.4356554678
1615,282609.7809224987
1616,419190.47947621765
1617,151206.70185727102
1618,358314.199358123
1619,341301.917956068
1620,183370.19136855513
1621,189210.3351416548
1622,190569.9281300539
1623,223446.44798826266
1624,205210.7256174538
1625,233307.9872129767
1626,194974.8761907227
1627,157166.10628161652
1628,220361.9417933003
1629,199893.7326556867
1630,275848.7986488604
1631,273430.5271645393
1632,193222.91178077884
1633,169651.19455406372
1634,217685.47836905115
1635,259332.84555052343
1636,486908.0955767594
1637,163436.29727161812
1638,167045.20154561428
1639,236648.50655555748
1640,211145.77234552734
1641,211952.4581483169
1642,175792.12539434736
1643,130446.59038394818
1644,357578.6439641365
1645,246313.75535801757
1646,139918.33015672333
1647,170379.1034194884
1648,140473.40162213848
1649,145781.34682373566
1650,169731.38427787993
1651,161645.95272791674
1652,171807.30478227546
1653,316128.7381471662
1654,173706.126501544
1655,215389.54279079026
1656,147355.93453089058
1657,361241.3384739777
1658,205391.2850301488
1659,217800.5883264892
1660,110279.99002417835
1661,418365.3544877589
1662,284001.98198564665
1663,134900.6132862504
1664,143663.38880115916
1665,191325.26434700267
1666,166145.37807623195
1667,176457.81930358626
1668,73306.31967736162
1669,185226.1222454709
1670,161263.5205215658
1671,133861.62153398208
1672,417450.174139363
1673,224581.36205161217
1674,242752.04224159793
1675,222139.87367054704
1676,234640.47189563775
1677,150770.73700492244
1678,161565.76655418111
1679,217227.48207238852
1680,214258.0751658866
1681,242511.7825538539
1682,181878.81064063354
1683,316163.8582906439
1684,213341.1600687336
1685,190290.65279052593
1686,219757.31694826364
1687,155258.16722917734
1688,208400.9907015961
1689,179984.6584293045
1690,328029.59184548893
1691,211138.4087740561
1692,222351.83442377788
1693,199651.98828196496
1694,180055.34072672162
1695,162769.53162458754
1696,181728.36869597604
1697,225195.2410010178
1698,198367.5273498432
1699,280635.79160554864
1700,123158.28693627502
1701,167440.3807150862
1702,393644.0313144553
1703,183003.83345679304
1704,178426.99748919424
1705,284590.41202257277
1706,186480.4907339477
1707,244293.63281957989
1708,141131.32988321286
1709,189314.74838954938
1710,175459.67089729747
1711,145015.717685556
1712,473390.86464522337
1713,168689.81336053298
1714,378729.9116589201
1715,229961.81882851105
1716,277793.4414473922
1717,181549.89887188378
1718,194737.48123307916
1719,125867.35063537126
1720,176000.91368869608
1721,342047.9475059743
1722,176241.00821328282
1723,203375.99898537315
1724,448183.18122292304
1725,118242.7585413214
1726,102297.81464092598
1727,408612.4180457606
1728,111659.9518582738
1729,334964.439614595
1730,214545.8495155688
1731,229130.37311420045
1732,192581.06568872512
1733,269242.02608005295
1734,184347.59997427135
1735,276817.7494681557
1736,184663.8042468407
1737,180435.78290625726
1738,243783.9439925146
1739,208773.76015362918
1740,313305.2991254309
1741,170490.99850611776
1742,227060.82151054151
1743,172696.30051444555
1744,170968.23397713443
1745,170376.91815089798
1746,188163.96211250484
1747,229607.78593086332
1748,364975.18366835115
1749,110309.94074276161
1750,175256.69134307178
1751,140594.0631136963
1752,343956.549483567
1753,143925.58099077074
1754,88999.15998818357
1755,202441.26494973176
1756,199397.22671059243
1757,289005.1121685756
1758,162566.00790993983
1759,188861.59420272664
1760,214707.56803041746
1761,226537.65192790114
1762,426463.79765455326
1763,143807.26412918308
1764,245554.1309928322
1765,254318.42653426784
1766,323658.1976056615
1767,329888.7077819847
1768,142339.29295852824
1769,117060.40569398912
1770,476809.4951948239
1771,71163.68974291315
1772,211181.0678399721
1773,161066.9573526174
1774,97030.52112765674
1775,195396.1983252559
1776,190990.5384409603
1777,349966.4577072898
1778,179833.0682007754
1779,230231.69809149473
1780,185810.50305386982
1781,152796.06272039725
1782,446064.09255617956
1783,177146.14290534356
1784,138355.12397672492
1785,133214.06123553813
1786,241913.0699320676
1787,164939.8699446623
1788,178611.1838196215
1789,340072.9725001223
1790,178812.01952647895
1791,175970.78988545894
1792,182713.2296370247
1793,432945.4467374848
1794,244128.55172412298
1795,229376.53886089797
1796,157834.1409370327
1797,149626.70156461044
1798,279828.65303521504
1799,86116.32256218467
1800,136163.73397681807
1801,232871.2211751124
1802,238940.30329997183
1803,257398.38139625295
1804,215013.35585808032
1805,226572.94746682514
1806,354807.31427504047
1807,149856.35318487615
1808,212988.18099363038
1809,234899.85104301377
1810,209752.06751140632
1811,252691.7248613682
1812,159037.41413766562
1813,174913.31682532464
1814,294316.6780478471
1815,178929.9066142231
1816,122871.4458599467
1817,170868.67575791106
1818,214653.9764411762
1819,149668.8097354488
1820,256641.06399420032
1821,200236.11876357152
1822,388870.40091526665
1823,81054.19704988229
1824,274097.6357399445
1825,215752.21475527965
1826,189168.02492333285
1827,176592.7521886079
1828,378727.90770646615
1829,139983.0179421928
1830,353150.64315550076
1831,241274.82173286498
1832,138818.1792724627
1833,178379.6786638787
1834,270463.84849571827
1835,281868.04003785184
1836,239535.2478440484
1837,193594.22384114563
1838,177273.3370700887
1839,159539.2503872846
1840,191790.84034850408
1841,246982.52503425247
1842,145964.32319669137
1843,124731.2142946221
1844,142703.9284986315
1845,134703.73268124537
1846,183185.8474589379
1847,199682.02901582903
1848,170824.27168077347
1849,197518.4640891457
1850,267262.70841749856
1851,189301.87284746242
1852,188679.41738793204
1853,154978.23180500048
1854,200833.44196332217
1855,327957.8031989134
1856,178017.0114989154
1857,165413.38842422026
1858,141958.74322745446
1859,147468.98210675642
1860,179124.10834946643
1861,210564.98644276732
1862,294085.4137846446
1863,239244.4976932852
1864,246269.84481866375
1865,128184.8739715776
1866,185322.53292682578
1867,358541.1444698405
1868,231554.21630347962
1869,201959.4379650836
1870,194310.25377285157
1871,277607.35466288717
1872,322752.3319273593
1873,235802.54682917427
1874,212834.48528725756
1875,245197.0551725107
1876,368103.5624328825
1877,176090.09017347626
1878,199874.004480656
1879,307134.770625695
1880,180354.274313117
1881,432381.3241709356
1882,168547.41119527057
1883,258868.66111713834
1884,206181.15668139223
1885,188599.6437583421
1886,87658.51888727938
1887,143548.02537085785
1888,388369.41063644533
1889,81047.47898309067
1890,259187.10272548304
1891,174648.64512649653
1892,216818.80050866195
1893,162270.88479235434
1894,183304.97666148856
1895,195146.64066579222
1896,166672.7100416474
1897,343412.94973239757
1898,191417.61463191264
1899,207215.40987187275
1900,167424.48401059915
1901,184958.45935049464
1902,217177.17919107628
1903,199560.54628964397
1904,192591.54261634816
1905,209667.78887561953
1906,322677.09300690686
1907,152795.63604521425
1908,84667.16141894767
1909,157464.5721202105
1910,170288.634159535
1911,216836.74334663857
1912,189387.14122906313
1913,195691.3757044388
1914,289559.346093112
1915,177512.91303147032
1916,499258.6263649039
1917,211933.74067179204
1918,111126.17877080948
1919,234106.4356804082
1920,68488.3758963876
1921,322482.17613567685
1922,186295.78733485323
1923,255774.20909620126
1924,229898.08654435806
1925,161045.98963870446
1926,213425.19489087604
1927,391807.37103706016
1928,180896.46506506403
1929,347121.1177280423
1930,214747.96545572497
1931,181187.6860140581
1932,129838.16629434093
1933,319072.3963247905
1934,350832.43458939414
1935,266420.0139142472
1936,100906.89330795672
1937,341957.02552263835
1938,171187.03451607827
1939,159951.9241541991
1940,218444.1804763927
1941,165767.52885944973
1942,163989.91671675807
1943,226371.09973145
1944,170610.00570337137
1945,208802.8946610442
1946,124364.5924951824
1947,182079.71885209938
1948,175699.26540121276
1949,189257.99258617673
1950,152423.31099336778
1951,70311.71428343274
1952,166346.4634047579
1953,137404.2063417738
1954,130871.88066101738
1955,161427.32538644635
1956,191557.42259344883
1957,215747.3315634451
1958,311179.212238918
1959,119035.71758469302
1960,203177.48903042756
1961,239074.78876234713
1962,267354.3950859508
1963,157355.62898442868
1964,247841.63946381985
1965,315418.83715219656
1966,176476.5051708929
1967,86173.6867077702
1968,328663.04543209355
1969,173889.8946653078
1970,182583.23727882584
1971,157530.43228901643
1972,151597.2526638606
1973,238029.3980303658
1974,176353.28555637784
1975,151268.32790403962
1976,171850.57412314005
1977,324000.17512738483
1978,167968.93898933718
1979,282294.43206037005
1980,210824.09929832193
1981,288418.6367515477
1982,178997.38961011398
1983,186096.70637211856
1984,159427.434045793
1985,190859.84899195482
1986,203569.7403037722
1987,158050.8806731951
1988,238877.09395925727
1989,332969.28119696863
1990,146577.5676540079
1991,163743.46714404193
1992,315558.7968717205
1993,252166.16231219654
1994,328926.65372468205
1995,99102.03533335676
1996,140149.81962860344
1997,190712.2798646128
1998,180770.94726105712
1999,217110.3252136634
2000,114103.8659822775
2001,349843.6781322375
2002,179706.41247047056
2003,292851.5930780172
2004,187335.27193557497
2005,244964.03315348987
2006,168132.69177353338
2007,415501.31373962044
2008,113613.57914649577
2009,145928.7676706812
2010,264151.12999499444
2011,269578.636599226
2012,333263.0214254184
2013,203937.43457967255
2014,198143.2218521839
2015,339640.58251646796
2016,150132.3869006109
2017,381557.7125005301
2018,185200.49855497535
2019,219575.50054103177
2020,283901.33995881834
2021,203803.24610292437
2022,238242.46192867312
2023,210984.64198406468
2024,172491.46119158613
2025,224426.23436485603
2026,175148.47638073727
2027,179026.9431889528
2028,265286.3496473665
2029,356805.6794848984
2030,346390.841697458
2031,228171.6337063376
2032,131600.00426637472
2033,247222.3515020691
2034,178390.90098541905
2035,137466.3498877682
2036,430919.41675544006
2037,179282.7150951497
2038,213913.17305898145
2039,111218.67042273592
2040,119752.82700410686
2041,183341.6007490105
2042,134491.29978289298
2043,112304.00263849439
2044,207920.7297556267
2045,204733.6123650232
2046,378193.4200642924
2047,164920.1594603412
2048,190028.6990658416
2049,321913.66430763714
2050,160610.95108724092
2051,123994.8373983936
2052,212595.47947719946
2053,161933.95911173653
2054,185043.50618640467
2055,243812.75442314427
2056,318884.6079736519
2057,171897.40114974097
2058,116615.37823339998
2059,172731.6932270938
2060,222127.04614727022
2061,125118.6274279863
2062,243428.91820607858
2063,263973.2607413648
2064,187251.29910464687
2065,245558.70928066448
2066,190843.20108234187
2067,96764.95051067103
2068,402072.2816821779
2069,229458.99560630412
2070,192682.93642527892
2071,254995.52467172916
2072,338619.3905180012
2073,180433.11901787174
2074,247575.09344462334
2075,161959.31091082812
2076,138268.41358745078
2077,159081.81331635822
2078,466667.53206776606
2079,234834.27735908338
2080,154272.07076964065
2081,341835.6419955658
2082,174155.9086509826
2083,227477.18146798626
2084,204812.74896773428
2085,274117.8324417729
2086,325443.8033986994
2087,190817.0200302274
2088,206636.39752248657
2089,70473.66872969196
2090,262754.58192333
2091,212122.6590957705
2092,192995.9871452897
2093,180585.44145838768
2094,211472.33088100658
2095,132676.7753837666
2096,69365.58898682061
2097,156592.25796896953
2098,402489.9274899654
2099,209764.90426848535
2100,207574.04418799884
2101,160621.51362618088
2102,166662.4831189511
2103,347319.1400806055
2104,193647.19868386738
2105,179630.0995799182
2106,191330.755286237
2107,213747.2345349343
2108,239689.99832702224
2109,346259.4378910241
2110,542815.6145215597
2111,169487.59851663365
2112,207880.1488429694
2113,213983.84382867004
2114,255054.50810663652
2115,183350.85486044572
2116,203215.7789170957
2117,427335.48555903527
2118,118435.39821635286
2119,85218.99507057447
2120,158157.27429606707
2121,366330.7201041379
2122,182813.01356647015
2123,200535.90396082902
2124,93852.9041280789
2125,193508.18576506365
2126,240228.54854759143
2127,222819.91568251196
2128,155750.90657039604
2129,164941.69208544996
2130,272235.24239538965
2131,150173.3040359686
2132,251198.43508949314
2133,176077.43572651653
2134,234418.0003193393
2135,104537.5118486345
2136,182745.82850565691
2137,220982.847102708
2138,343193.7595641418
2139,190737.83219167023
2140,168021.85922101513
2141,150931.65219608627
2142,191079.97526371037
2143,422777.4581668545
2144,166987.26096798375
2145,324695.8835264428
2146,177941.49554257232
2147,237237.12076740814
2148,205492.99724034022
2149,223367.50363217446
2150,278418.76232236985
2151,98999.34932157131
2152,181789.54425685166
2153,266054.71520595526
2154,229824.43788628557
2155,319265.9270489585
2156,270054.2964627452
2157,144665.1110862653
2158,157142.43283459314
2159,174749.6542261198
2160,173060.695285295
2161,220797.07492212683
2162,187394.8872236164
2163,145604.39005062738
2164,244751.7428184458
2165,193752.39039588804
2166,150361.3761199963
2167,377011.3583254719
2168,175254.98326101524
2169,196827.593249253
2170,268202.90601971117
2171,242880.69145906533
2172,158427.23308405012
2173,104216.46199013093
2174,158169.04651019425
2175,159233.7951273074
2176,213899.3548046479
2177,67897.18437166534
2178,277941.6442156566
2179,185567.3367279985
2180,141612.3463837439
2181,227509.14736588098
2182,180346.92547092095
2183,187437.6681379295
2184,132287.85665259953
2185,233778.4423350258
2186,184181.01916360413
2187,394305.27590279124
2188,282002.9423910084
2189,218402.87899036615
2190,218692.1134609563
2191,177100.27275526559
2192,214724.5943762729
2193,227010.6692644636
2194,277586.39540343994
2195,217127.91870651278
2196,174788.7369328337
2197,311311.6786326987
2198,199934.9056758249
2199,220743.21111117108
2200,147047.0805906785
2201,274993.07022731024
2202,196304.31407306314
2203,254247.29775170225
2204,428476.91312410234
2205,163993.18344717575
2206,213508.68637521047
2207,217582.67394032804
2208,175568.5898643688
2209,152504.31103909024
2210,267996.5476254782
2211,130404.80233284361
2212,433039.8604304424
2213,179038.17986472268
2214,197313.1810858494
2215,267386.6931692405
2216,140242.7803444137
2217,266460.42446243943
2218,167385.82613950924
2219,168482.3952097388
2220,164517.5404539662
2221,212532.52658738085
2222,161058.2240608796
2223,223301.07406458867
2224,266369.7052000239
2225,390061.4991540379
2226,186456.6364209769
2227,164688.86488186946
2228,289779.8931364204
2229,67532.85876493258
2230,144576.4241180564
2231,284406.53386731306
2232,463629.40018977696
2233,271443.0107678995
2234,251221.51205759108
2235,182637.16300436534
2236,163720.99948790725
2237,187877.29311522897
2238,275477.1941143685
2239,231751.3887264662
2240,293641.1812368604
2241,302085.9219575372
2242,206112.75216645552
2243,209487.45946292658
2244,67143.42429466739
2245,181047.11921101887
2246,179102.04089989155
2247,372492.3884754973
2248,197782.03795561276
2249,123300.28475750198
2250,221696.59577371468
2251,199209.29712928858
2252,260322.93776512225
2253,346119.2257423167
2254,184002.4616925982
2255,181202.13657281606
2256,230073.4311657073
2257,174769.28987178343
2258,171522.61117346477
2259,210192.7763268857
2260,144983.96412520186
2261,118642.5026877415
2262,164925.67463311896
2263,307317.42625093163
2264,68930.81575845568
2265,181801.6269517403
2266,275229.2594129441
2267,162531.16511175892
2268,179258.8690717669
2269,205953.37350219226
2270,178564.78908548545
2271,205678.74356129614
2272,352489.88964863936
2273,268583.50341356645
2274,182291.19607251193
2275,164375.53580454562
2276,168302.65437158878
2277,174415.38122898884
2278,270117.3282192786
2279,166481.34603280894
2280,400997.5719219087
2281,177884.38316061604
2282,302693.48974527715
2283,364796.4053064927
2284,434251.9572911156
2285,210578.1666248715
2286,144569.6728567039
2287,201033.80069885496
2288,175578.7453567189
2289,207557.57841192116
2290,273254.7476779805
2291,181986.5672518561
2292,253499.56170174823
2293,210958.1602011263
2294,220752.35050404392
2295,127488.26425922789
2296,263023.40095600835
2297,224188.8513239573
2298,226243.10964076957
2299,149284.0331401814
2300,188878.58786178537
2301,107059.77390673386
2302,170419.45509828336
2303,220890.97590616907
2304,180884.82089343463
2305,151325.70713124645
2306,257014.451830581
2307,107723.13491431772
2308,135850.8752427131
2309,172477.1065789421
2310,243767.26912522467
2311,328054.46610313334
2312,150925.6287305076
2313,175262.6299776074
2314,301827.20909354853
2315,173380.57007025793
2316,179248.17651141153
2317,114498.90447284833
2318,394597.37305488484
2319,127606.24343381803
2320,185076.92890540688
2321,505012.4703978903
2322,143543.7412599936
2323,197172.77527511495
2324,124628.4403212416
2325,142915.68091165568
2326,169080.62882020787
2327,303217.4138058512
2328,282429.82372793456
2329,290833.41417783854
2330,182003.15445415647
2331,234497.66332796938
2332,234052.1273555176
2333,299652.22034664976
2334,210834.62593765967
2335,128290.14677279079
2336,199602.7861602721
2337,207748.38703055296
2338,186844.26220999405
2339,177826.57436962397
2340,170401.7788183837
2341,148761.23330563292
2342,194417.67725624994
2343,147588.1671647824
2344,127003.52423417827
2345,160106.6615708022
2346,199446.3202222703
2347,245279.01777014305
2348,133901.47752764908
2349,361596.5386309909
2350,68370.83226569771
2351,194521.0831783019
2352,342075.90673564246
2353,250572.70993648027
2354,400487.5712846352
2355,228334.47428656262
2356,166439.7884234139
2357,294010.2457808299
2358,206353.83806596033
2359,154059.6680496334
2360,132026.2533038271
2361,218031.71302143697
2362,241923.79393794917
2363,218086.85802241403
2364,180291.77010035067
2365,246640.901849715
2366,203295.1215632191
2367,201694.23024614019
2368,204924.46530444655
2369,430061.1711932741
2370,206965.60566611373
2371,67777.33245852112
2372,188395.73200987908
2373,178745.78996893187
2374,194068.94583149996
2375,210472.26043515824
2376,178449.62049539082
2377,181294.2466080995
2378,144740.505084921
2379,395768.8347785834
2380,190643.89636555512
2381,239744.75937406122
2382,223072.74033191698
2383,315771.0669377258
2384,130215.7035459387
2385,207406.3971089586
2386,111417.66431136683
2387,142903.11611951786
2388,283788.3467656759
2389,138018.13874910068
2390,222103.1790454904
2391,426146.19913222006
2392,359875.3888987156
2393,203186.53621738727
2394,166754.6259165756
2395,203996.99495909095
2396,189519.86355116862
2397,148052.67167515622
2398,203721.58579169944
2399,153585.60629772898
2400,388111.72497418034
2401,186961.6285008237
2402,152224.52863562136
2403,326406.9019162608
2404,208102.229140758
2405,224048.6557663371
2406,295268.95665382175
2407,334907.8940562566
2408,272785.9194435452
2409,285879.3336835732
2410,248937.8514207399
2411,244524.4009559994
2412,125366.65826355432
2413,216860.398899711
2414,156918.61373980262
2415,123847.40672920318
2416,180419.02162512968
2417,163475.5396019757
2418,183525.24429597534
2419,188713.11671926346
2420,89811.6364188408
2421,142023.5135154757
2422,111380.58087444725
2423,291243.4462587232
2424,237629.37387419556
2425,180413.4476659829
2426,178783.84501761678
2427,281232.5034564491
2428,204592.13745113707
2429,188583.12334212664
2430,207052.94161003202
2431,157872.27484849232
2432,177469.05680229465
2433,188743.15828635133
2434,191789.7799450828
2435,110977.77026243415
2436,142903.56115890725
2437,176969.74527518332
2438,264086.9448130087
2439,124634.41436609079
2440,376837.91097011237
2441,197630.3632592929
2442,230812.8400623176
2443,261271.09524112966
2444,235854.74415876024
2445,138881.97960328008
2446,177428.75488082456
2447,325931.0570505878
2448,195655.59808795678
2449,386185.6524327692
2450,256702.42731957254
2451,236247.38437166865
2452,228524.01625803046
2453,356275.7008544227
2454,120129.80932283223
2455,149092.8313663964
2456,119266.7446199638
2457,438653.2987853241
2458,296403.2892406026
2459,180421.96819008133
2460,144642.71785637562
2461,226542.46806827383
2462,109705.45787972161
2463,400088.88342387567
2464,272667.4519716829
2465,157979.97959704988
2466,119486.16348895578
2467,228559.73549817648
2468,383606.3594545554
2469,313575.8995148779
2470,262689.6314434155
2471,202804.0032273374
2472,195301.16276010626
2473,168635.30628111004
2474,218310.49143590796
2475,321038.2778416574
2476,125830.13181706684
2477,213471.36308630847
2478,162252.37513497277
2479,71856.56948803879
2480,381895.0545197662
2481,282945.7379542938
2482,234184.64544382496
2483,227715.98336224546
2484,212936.68815371871
2485,386712.0940278132
2486,331568.00151461834
2487,154718.5417928037
2488,279269.58207501273
2489,320444.0722953567
2490,179418.55341204032
2491,248888.81089822776
2492,127155.59084729284
2493,216729.00852011866
2494,419800.29197439546
2495,190422.23175062865
2496,180298.06579563624
2497,221420.30620383655
2498,223449.7316185783
2499,195605.30094328587
2500,286101.4083141047
2501,160990.628817141
2502,159531.32737717073
2503,206621.231864567
2504,134534.52124720125
2505,278347.46114142775
2506,154896.21096793286
2507,412615.8051681795
2508,223593.13421268258
2509,281748.6166046661
2510,161175.91308375256
2511,334785.31150091277
2512,271621.17410435685
2513,409066.62808723823
2514,420253.71575016127
2515,193156.22573792047
2516,172865.38172932927
2517,169877.50950867258
2518,216432.74347848553
2519,183326.31811598942
2520,428725.5272920772
2521,171325.8353634848
2522,384562.90213937144
2523,154332.00659701828
2524,157160.6225840135
2525,204137.10296812668
2526,210817.95694285308
2527,255584.4081388945
2528,140284.1059003742
2529,157038.5233509264
2530,295760.8768832234
2531,192442.8918899417
2532,193329.45386254918
2533,408143.0846215357
2534,234171.30124987036
2535,238155.72822930993
2536,84876.73092942266
2537,324733.36187630735
2538,321192.6055156495
2539,264950.36253530905
2540,186898.21472963569
2541,298168.8338529111
2542,160624.30069956032
2543,167213.43869184176
2544,252226.62990945933
2545,259687.44565173838
2546,322360.49327477947
2547,141517.99317930982
2548,145916.35415465556
2549,321895.42960605706
2550,183747.77940960653
2551,260663.2245734824
2552,327774.5375893887
2553,198225.2888042839
2554,198045.25550029182
2555,280693.3951697382
2556,271963.4456007713
2557,145665.85009025055
2558,168934.39946829798
2559,351133.2198874004
2560,108548.8955918331
2561,500845.4936509525
2562,220956.05375372863
2563,302712.0899457954
2564,335011.9954109785
2565,385833.982830463
2566,177755.03322640184
2567,292092.53627859155
2568,170166.73805409312
2569,169750.46852176276
2570,123965.03832437012
2571,310538.00477595674
2572,220866.62928112302
2573,223072.2536277939
2574,181772.11241332983
2575,172527.7349282588
2576,492649.6748860938
2577,340108.52525133797
2578,149844.4308868842
2579,176064.3744563512
2580,190415.0077105659
2581,209284.24836970159
2582,338419.1781851325
2583,184896.09523254842
2584,128464.35805621983
2585,183412.83387817154
2586,221984.44827661727
2587,237361.12173903803
2588,245353.7313229917
2589,330725.2957810437
2590,201746.59034426374
2591,166935.2438136763
2592,319045.7284423183
2593,226039.4919827799
2594,276145.28338541684
2595,175915.45236631122
2596,172409.93892505608
2597,199999.88933387827
2598,185738.84540714062
2599,371108.5156117239
2600,145685.7472265101
2601,172031.15154371783
2602,89335.67379264686
2603,173700.3015582854
2604,147633.51408489954
2605,158467.73828553298
2606,182210.02348089617
2607,193876.20686990666
2608,234091.54225725294
2609,179326.65011971488
2610,305082.4354391204
2611,219185.76499563048
2612,263483.424690926
2613,196143.00322354506
2614,219048.241449835
2615,180074.16954195086
2616,266397.62119072175
2617,304340.2572102828
2618,191186.3523953636
2619,132858.56097255784
2620,155908.1006108456
2621,137417.57617107386
2622,231115.2268994039
2623,177444.33148998738
2624,174565.65718475613
2625,217346.44867525977
2626,200148.38957989926
2627,201302.64284753942
2628,109090.07617691538
2629,176734.14386226912
2630,508058.40516835125
2631,109433.26969990236
2632,177117.7384026641
2633,161879.0273995924
2634,199138.3383411451
2635,109209.48129899103
2636,132642.30608819905
2637,132885.35573909557
2638,328783.07201640593
2639,145778.46193616127
2640,130267.42376641967
2641,171944.8430518621
